0		0		
0		3		
0		13		
0		46		
0		52		
0		54		
0		61		
0		109		
0		115		
0		84		
0		87		
0		91		
0		112		
0		4		
0		18		
0		75		
0		114		
0		116		
0		123		
0		124		
0		191		
0		193		
0		203		
0		205		
0		69		
0		292		
0		295		
0		312		
0		315		
0		407		
0		411		
0		432		
0		51		
0		55		
0		67		
0		435		
0		540		
0		526		
0		527		
0		530		
0		529		
0		533		
0		552		
0		555		
0		554		
0		556		
0		563		
0		564		
0		670		
0		671		
0		678		
0		679		
0		790		
0		791		
0		798		
0		799		
0		886		
0		907		
0		910		
0		882		
0		987		
0		990		
0		1007		
0		1010		
0		1087		
0		1090		
0		1107		
0		1110		
0		1209		
0		1219		
0		1207		
0		1206		
0		1306		
0		1307		
0		1309		
0		1319		
0		1510		
0		1511		
0		1518		
0		1519		
0		1500		
0		1501		
0		1503		
0		1517		
0		1406		
0		1486		
0		1488		
0		1498		
0		1606		
0		1607		
0		1609		
0		1619		
0		1719		
0		1706		
0		1707		
0		1709		
0		1809		
0		1819		
0		1806		
0		1807		
0		1910		
0		1911		
0		1918		
0		1919		
0		1900		
0		1901		
0		1903		
0		1917		
0		1842		
0		1843		
0		1848		
0		1870		
0		1874		
0		1875		
0		1879		
0		1915		
0		1844		
0		1852		
0		1894		
0		1888		
0		1898		
0		1789		
0		1886		
0		1985		
0		1987		
0		1997		
0		449		
0		463		
0		517		
0		445		
0		448		
0		458		
0		488		
0		494		
0		503		
0		549		
0		496		
0		1119		
0		1214		
0		1099		
0		1117		
0		1097		
0		1019		
0		2428		
0		2642		
0		2643		
0		1389		
0		2647		
0		1189		
0		1192		
0		1196		
0		1289		
0		1292		
0		1296		
0		1314		
0		1392		
0		1396		
0		1414		
0		2323		
0		2324		
0		2331		
0		2332		
0		2429		
0		2431		
0		2446		
0		2620		
0		2623		
0		2631		
0		2557		
0		1589		
0		1689		
0		1692		
0		1696		
0		1714		
0		2537		
0		2539		
0		2555		
0		919		
0		2237		
0		2301		
0		2303		
0		2312		
0		2228		
0		2229		
0		2236		
0		896		
0		897		
0		899		
0		917		
0		776		
0		778		
0		2200		
0		2203		
0		2214		
0		2216		
0		2418		
0		2438		
0		2411		
0		2414		
0		2528		
0		2546		
0		2017		
0		2524		
0		2008		
0		2009		
0		2016		
0		224		
0		302		
0		304		
0		761		
0		762		
0		765		
0		2104		
0		2106		
0		2121		
0		322		
0		324		
0		444		
0		642		
0		645		
0		656		
0		658		
0		2113		
0		2091		
0		2095		
0		421		
0		422		
0		424		
0		442		
0		261		
0		265		
0		2042		
0		277		
0		2018		
0		2024		
0		325		
0		331		
0		349		
0		264		
0		271		
0		309		
0		315		
0		363		
0		415		
0		421		
0		353		
0		279		
0		262		
0		284		
0		320		
0		324		
0		280		
0		355		
0		314		
0		316		
0		323		
0		2089		
0		2092		
0		2102		
0		405		
0		408		
0		419		
0		373		
0		476		
0		480		
0		507		
0		374		
0		389		
0		391		
0		511		
0		567		
0		576		
0		608		
0		512		
0		516		
0		560		
0		564		
0		377		
0		376		
0		383		
0		429		
0		435		
0		392		
0		396		
0		440		
0		444		
0		542		
0		544		
0		562		
0		644		
0		648		
0		668		
0		434		
0		436		
0		443		
0		680		
0		2063		
0		2065		
0		2076		
0		593		
0		594		
0		624		
0		628		
0		693		
0		726		
0		683		
0		595		
0		603		
0		652		
0		658		
0		698		
0		752		
0		684		
0		761		
0		599		
0		629		
0		633		
0		675		
0		679		
0		659		
0		661		
0		677		
0		2115		
0		2116		
0		2122		
0		764		
0		768		
0		788		
0		712		
0		717		
0		742		
0		711		
0		2125		
0		746		
0		800		
0		806		
0		824		
0		828		
0		2134		
0		2166		
0		713		
0		721		
0		772		
0		778		
0		747		
0		751		
0		795		
0		799		
0		838		
0		890		
0		896		
0		830		
0		779		
0		781		
0		797		
0		880		
0		883		
0		894		
0		2202		
0		2206		
0		2226		
0		2151		
0		2152		
0		2157		
0		2186		
0		2289		
0		2384		
0		2386		
0		2397		
0		2260		
0		2264		
0		2285		
0		2153		
0		2161		
0		2210		
0		2216		
0		2187		
0		2191		
0		2233		
0		2237		
0		2182		
0		2328		
0		2332		
0		2290		
0		2294		
0		2440		
0		2441		
0		2447		
0		2219		
0		2217		
0		2235		
0		2316		
0		2330		
0		2314		
0		2334		
0		2341		
0		2360		
0		2364		
0		2508		
0		2560		
0		2569		
0		2592		
0		2333		
0		2493		
0		2506		
0		2374		
0		2422		
0		2428		
0		2495		
0		2337		
0		2351		
0		2402		
0		2411		
0		2509		
0		2513		
0		2553		
0		2557		
0		2548		
0		2549		
0		2556		
0		2622		
0		2626		
0		2640		
0		2412		
0		2415		
0		2426		
0		2366		
0		1620		
0		1723		
0		1733		
0		1766		
0		2472		
0		1720		
0		1942		
0		1947		
0		1969		
0		1973		
0		2448		
0		2454		
0		1624		
0		1638		
0		1680		
0		1689		
0		1974		
0		1978		
0		2013		
0		2017		
0		1724		
0		1738		
0		1780		
0		1943		
0		1951		
0		1993		
0		1792		
0		1796		
0		1814		
0		1789		
0		2525		
0		2535		
0		2522		
0		1999		
0		2001		
0		2015		
0		731		
0		733		
0		744		
0		681		
0		688		
0		707		
0		2336		
0		2346		
0		2379		
0		2365		
0		2370		
0		2395		
0		0		
0		1		
0		84		
0		85		
0		1838		
0		1842		
0		1872		
0		1874		
